ITEM,DESCRIP,Gauge,Color
1236SB26BCWA        ,26GA BLACK COFFEE / WHITEWASH SMP 1236SB                                                            ,26,BLACK COFFEE/WASH   
1236SB26BKWA        ,26GA BLACK / WHITEWASH SMP 1236SB                                                                   ,26,BLACK/WASH          
1236SB29WWWA        ,29GA WHITE WHITE / WHITEWASH SMP 1236SB                                                             ,29,WHITE WHITE/WASH    
1236SB29WHWA        ,29GA BRITE WHITE / WHITEWASH SMP 1236SB                                                             ,29,BRITE WHITE/WASH    
1236SB29MBWA        ,29GA METRO BROWN / WHITEWASH SMP 1236SB                                                             ,29,METRO BROWN/WASH    
1236SB29LU          ,29GA GALVALUME 1236SB                                                                               ,29,GALVALUME           
1236SB29CGWA        ,29GA CHARCOAL GREY / WHITEWASH SMP 1236SB                                                           ,29,CHARCOAL GREY/WASH  
1236SB29BRWA        ,29GA BRITE RED / WHITEWASH SMP 1236SB                                                               ,29,BRITE RED/WASH      
1236SB29BKWA        ,29GA BLACK / WASH SMP 1236SB                                                                        ,29,BLACK/WASH          
HFSB24WH            ,24GA BRITE WHITE SMP HFSB                                                                           ,24,CLAY/WASH           
HFSB24DK            ,24GA DARK BROWN SMP HFSB                                                                            ,24,AUTUMN/WASH         
HFSB26DB            ,26GA DARK BRONZE / WHITEWASH PVDF HFSB                                                              ,26,DARK BRONZE/WASH    
HFSB29BKWA          ,29GA BLACK / WHITEWASH SMP HFSB                                                                     ,29,BLACK/WASH          
CORSB26BS           ,26GA BUCKSKIN SMP CORSB                                                                             ,26,ANTIQUE LINEN/FOREST
CORSB26BK           ,26GA BLACK SMP CORSB                                                                                ,26,BLACK/WASH          
CORSB29BCWA         ,29GA BLACK COFFEE / WASH SMP CORSB                                                                  ,29,BLACK COFFEE/WASH   
CORSB29BKWA         ,29GA BLACK / WASH SMP CORSB                                                                         ,29,BLACK/WASH          
1236OCP24WWWA       ,24GA WHITE WHITE / WHITEWASH SMP 1236OCP                                                            ,24,WHITE WHITE/WASH    
PRCHSW29DK          ,29GA DARK BROWN SMP PRCHSW                                                                          ,29,AUTUMN/WASH         
WSSB26BKWA          ,26GA BLACK / WASH SMP WSSB                                                                          ,26,BLACK/WASH          
WSSB26ALFG          ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP WSSB                                              ,26,ANTIQUE LINEN/FOREST
PR1224IRONCA        ,24GA IRON ORE / CASHMERE SMP PROLOK 12                                                              ,24,COLORED             
CORCHSW26DKWA       ,26GA DARK BROWN / WHITEWASH SMP CORCHSW                                                             ,26,DARK BROWN/WASH     
636WT24RB           ,24GA ROYAL BLUE SMP 636WT                                                                           ,24,BUCKSKIN/WASH       
636WT26DWG          ,26GA DEEP WATER GREEN SMP 636WT                                                                     ,26,FRONTIER/WASH       
CF24PWDK12          ,"*12"" CUSTOM* 24GA POLAR WHITE / DARK BROWN SMP FLASHING                                             ",24,DARK BROWN/POLAR WHI
1236WT24WWWA        ,24GA WHITE WHITE / WHITEWASH SMP 1236WT                                                             ,24,WHITE WHITE/WASH    
1236WT24GA          ,24GA GALVANIZED 1236WT                                                                              ,24,GALVANIZED          
1236WT24BWWA        ,24GA BONE WHITE / WHITEWASH SMP 1236WT                                                              ,24,BONE WHITE/WASH     
1236WT26WWWA        ,26GA WHITE WHITE / WHITEWASH SMP 1236WT                                                             ,26,WHITE WHITE/WASH    
1236WT26WHWA        ,26GA BRITE WHITE / WHITEWASH SMP 1236WT                                                             ,26,BRITE WHITE/WASH    
1236WT26WCWA        ,26GA WEATHERED COPPER / WHITEWASH PVDF 1236WT                                                       ,26,WTHRD COPPER/WASH   
1236WT26TNWA        ,26GA TAN / WHITEWASH SMP 1236WT                                                                     ,26,TAN/WASH            
1236WT26SWIRON      ,26GA SURF WHITE / IRON ORE SMP 1236WT                                                               ,26,IRON ORE/SURF WHITE 
1236WT26SAGECW      ,26GA SAGE GREEN / CAMBRIDGE WHITE SMP 1236WT                                                        ,26,SAGE GREEN/CAMBRIDGE
1236WT26SBWA        ,26GA SLATE BLUE / WHITEWASH SMP 1236WT                                                              ,26,SLATE BLUE/WASH     
1236WT26RBSG        ,26GA ROYAL BLUE / STONE GREY SMP 1236WT                                                             ,26,ROYAL BLUE/STONE GRE
1236WT26MGWA        ,26GA MELCHERS GREEN / WHITEWASH SMP 1236WT                                                          ,26,MELCHERS GREEN/WASH 
1236WT26MBWA        ,26GA METRO BROWN / WHITEWASH SMP 1236WT                                                             ,26,METRO BROWN/WASH    
1236WT26HBWA        ,26GA HERON BLUE / WHITEWASH SMP 1236WT                                                              ,26,HERON BLUE/WASH     
1236WT26LU          ,26GA GALVALUME 1236WT                                                                               ,26,GALVALUME           
1236WT26GA          ,26GA GALVANIZED 1236WT                                                                              ,26,GALVANIZED          
1236WT26DWGCA       ,26GA DEEP WATER GREEN / CASHMERE SMP 1236WT                                                         ,26,DEEP WATER/CASHMERE 
1236WT26CGWA        ,26GA CHARCOAL GREY / WHITEWASH SMP 1236WT                                                           ,26,CHARCOAL GREY/WASH  
1236WT26BWWA        ,26GA BONE WHITE / WHITEWASH SMP 1236WT                                                              ,26,BONE WHITE/WASH     
1236WT26BKWA        ,26GA BLACK / WHITEWASH SMP 1236WT                                                                   ,26,BLACK/WASH          
1236WT26ALFG        ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP 1236WT                                            ,26,ANTIQUE LINEN/FOREST
1236WT29WWWA        ,29GA WHITE WHITE / WHITEWASH SMP 1236WT                                                             ,29,WHITE WHITE/WASH    
1236WT29WHWA        ,29GA BRITE WHITE / WHITEWASH SMP 1236WT                                                             ,29,BRITE WHITE/WASH    
1236WT29TNWA        ,29GA TAN / WHITEWASH SMP 1236WT                                                                     ,29,TAN/WASH            
1236WT29SYWA        ,29GA SPORTSMAN YELLOW / WHITEWASH SMP 1236WT                                                        ,29,SPORTSMAN YELLOW/WA 
1236WT29RGWA        ,29GA REGENT GREY / WHITEWASH SMP 1236WT                                                             ,29,REGENT GREY/WASH    
1236WT29RBWA        ,29GA ROYAL BLUE / WHITEWASH SMP 1236WT                                                              ,29,ROYAL BLUE/WASH     
1236WT29MGWA        ,29GA MELCHERS GREEN / WHITEWASH SMP 1236WT                                                          ,29,MELCHERS GREEN/WASH 
1236WT29MBWA        ,29GA METRO BROWN / WHITEWASH SMP 1236WT                                                             ,29,METRO BROWN/WASH    
1236WT29HBWA        ,29GA HERON BLUE / WHITEWASH SMP 1236WT                                                              ,29,HERON BLUE/WASH     
1236WT29LU          ,29GA GALVALUME 1236WT                                                                               ,29,GALVALUME           
1236WT29GA          ,29GA GALVANIZED 1236WT                                                                              ,29,GALVANIZED          
1236WT29DRWA        ,29GA DARK RED / WHITEWASH SMP 1236WT                                                                ,29,DARK RED/WASH       
1236WT29CGWA        ,29GA CHARCOAL GREY / WHITEWASH SMP 1236WT                                                           ,29,CHARCOAL GREY/WASH  
1236WT29BSWA        ,29GA BUCKSKIN / WHITEWASH SMP 1236WT                                                                ,29,BUCKSKIN/WASH       
1236WT29BCWA        ,29GA BLACK COFFEE / WHITEWASH SMP 1236WT                                                            ,29,BLACK COFFEE/WASH   
1236WT29BKWA        ,29GA BLACK / WHITEWASH SMP 1236WT                                                                   ,29,BLACK/WASH          
HFWT24LBK           ,24GA LOW GLOSS BLACK PVDF HFWT                                                                      ,24,CAS DARK BRONZE/WASH
HFWT26DBWWA         ,26GA WF DARK BRONZE / WHITEWASH PVDF HFWT                                                           ,26,WF DARK BRONZE/WASH 
COIL26SHGD36        ,"26GA SAPPHIRE BLUE / GOLD SMP 36"" x 50' COIL                                                        ",26,SAPPHIRE BLUE/GOLD  
CORWT24CPWA         ,24GA COPPER PENNY / WHITEWASH PVDF CORWT                                                            ,24,COPPER PENNY/WASH   
CORWT24LBK          ,24GA LOW GLOSS BLACK PVDF CORWT                                                                     ,24,CAS DARK BRONZE/WASH
CORWT24BKWA         ,24GA BLACK / WASH SMP CORWT                                                                         ,24,BLACK/WASH          
CORWT26TQ           ,26GA TURQUOISE SMP CORWT                                                                            ,26,CAMBRIDGE WHITE/REG 
CORWT26DWG          ,26GA DEEP WATER GREEN SMP CORWT                                                                     ,26,FRONTIER/WASH       
CORWT26BK           ,26GA BLACK SMP CORWT                                                                                ,26,BLACK/WASH          
CORWT26BCWA         ,26GA BLACK COFFEE / WHITEWASH SMP CORWT                                                             ,26,BLACK COFFEE/WASH   
CORWT29BCWA         ,29GA BLACK COFFEE / WHITEWASH SMP CORWT                                                             ,29,BLACK COFFEE/WASH   
DCWT24DK            ,24GA DARK BROWN SMP DCWT                                                                            ,24,AUTUMN/WASH         
DCWT24CGWA          ,24GA CHARCOAL GREY / WASH SMP DCWT                                                                  ,24,CHARCOAL GREY/WASH  
DCWT24BKWA          ,24GA BLACK / WASH SMP DCWT                                                                          ,24,BLACK/WASH          
DCWT26CRWA          ,26GA COLONIAL RED / WHITEWASH PVDF DCWT                                                             ,26,COLONIAL RED/WASH   
DCWT26ALFG          ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP DCWT                                              ,26,ANTIQUE LINEN/FOREST
DCWT29BCWA          ,29GA BLACK COFFEE / WASH SMP DCWT                                                                   ,29,BLACK COFFEE/WASH   
WSWT26BKWA          ,26GA BLACK / WASH SMP WSWT                                                                          ,26,BLACK/WASH          
WSWT26ALFG          ,26GA ANTIQUE LINEN / FOREST GREEN (MED GREEN) SMP WSWT                                              ,26,ANTIQUE LINEN/FOREST
WSWT29BCWA          ,29GA BLACK COFFEE / WASH SMP WSWT                                                                   ,29,BLACK COFFEE/WASH   
MC24BAWA48S         ,"24GA BARN BOARD / WASH PVDF PRINTECH 48"" GR33 MASTER COIL                                           ",24,BARNBOARD/WASH      
DCCHSW26CGWA        ,26GA CHARCOAL GREY / WHITEWASH SMP DCCHSW                                                           ,26,CHARCOAL GREY/WASH  
DCCHSW26BKWA        ,26GA BLACK / WHITEWASH SMP DCCHSW                                                                   ,26,BLACK/WASH          
DCCHSW29DK          ,29GA DARK BROWN SMP DCCHSW                                                                          ,29,AUTUMN/WASH         
DCCHSW29BU          ,29GA BURGUNDY SMP DCCHSW                                                                            ,29,COLORED             
MESA26WZWA          ,26GA WEATHERED ZINC / WHITEWASH PVDF MESA                                                           ,26,WEATHERED ZINC/WASH 
FLAT24WICG48120     ,"24GA WICKER / CHARCOAL GREY SMP 48"" x 120"" FLAT                                                     ",24,WICKER/CHARCOAL GREY
COIL26DWGCA18       ,"26GA DEEP WATER GREEN / CASHMERE SMP 18"" x 50' COIL                                                 ",26,DEEP WATER/CASHMERE 
HF1224DWGRG         ,24GA DEEP WATER GREEN / REGENT GREY SMP HF12                                                        ,24,FRONTIER/WASH       
RR12H26BC           ,26GA BLACK COFFEE SMP RR12 WITH HEM                                                                 ,26,BLACK/CHARCOAL GREY 
FLAT24GUNWA48120    ,"24GA GUNSTOCK / WHITEWASH PVDF 48"" x 120"" FLAT                                                      ",24,GUNSTOCK/WASH       
SC24GUNWA20         ,"24GA GUNSTOCK / WHITEWASH PVDF 20.25"" SLIT COIL                                                     ",24,GUNSTOCK/WASH       
SC24GUNWA16         ,"24GA GUNSTOCK / WHITEWASH PVDF 16"" SLIT COIL                                                        ",24,GUNSTOCK/WASH       
COR24ACWA           ,24GA AGED COPPER / WHITEWASH PVDF CORRUGATED                                                        ,24,AGED COPPER KYNAR   
DC24CWRG            ,24GA CAMBRIDGE WHITE / REGENT GREY SMP DURACLAD                                                     ,24,CAMBRIDGE WHITE/REG 
SC24IRONCA16        ,"24GA IRON ORE / CASHMERE SMP 16"" SLIT COIL                                                          ",24,IRON ORE/CASHMERE   
HF1224IRONCA        ,24GA IRON ORE / CASHMERE SMP HF12                                                                   ,24,                    
HF12R124GUNWA       ,*1 RIB* 24GA GUNSTOCK / WHITEWASH PVDF HF12                                                         ,24,                    
DIA24LBKWA          ,24GA LOW GLOSS BLACK / WHITEWASH PVDF DIAMOND                                                       ,24,LOW GLOSS BLACK/WASH
SC24BABA20          ,"24GA BARN BOARD / BARN BOARD PVDF 20.25"" SLIT COIL                                                  ",24,BARNBOARD/BARNBOARD 
SC24BABA16          ,"24GA BARN BOARD / BARN BOARD PVDF 16"" SLIT COIL                                                     ",24,BARNBOARD/BARNBOARD 
MC24GUNWA48S        ,"24GA GUNSTOCK / WASH PVDF PRINTECH 48"" GR33 MASTER COIL                                             ",24,GUNSTOCK/WASH       
HF12R124BABA        ,*1 RIB* 24GA BARN BOARD / BARN BOARD PVDF HF12                                                      ,24,                    
CF24IOWA30          ,"*30"" CUSTOM* 24GA INT'L ORANGE / WASH SMP FLASHING                                                  ",24,INT'L ORANGE/WASH   
CF24CR6             ,"*6"" CUSTOM* 24GA COLONIAL RED PVDF FLASHING                                                         ",24,DARK GREEN/WASH     
DIA24PTTR           ,24GA PACIFIC TURQUOISE / TILE RED SMP DIAMOND                                                       ,24,PACIFIC TURQ/TILE RE
WF63626WAWZ         ,26GA WHITEWASH / WEATHERED ZINC PVDF WF636                                                          ,26,DEEP WATER/CASHMERE 
CF24IOWA6           ,"*6"" CUSTOM* 24GA INT'L ORANGE / WASH SMP FLASHING                                                   ",24,INT'L ORANGE/WASH   
HF12R224AUTWA       ,*2 RIB* 24GA AUTUMN / WHITEWASH PVDF HF12                                                           ,24,AUTUMN/WASH         
CLFL26SMWA48        ,"*CUSTOM LENGTH* 26GA SILVER METALLIC / WHITEWASH PVDF 48"" FLAT                                      ",26,SILVER METALLIC/WASH
SC26SMWA16          ,"26GA SILVER METALLIC / WHITEWASH PVDF 16"" SLIT COIL                                                 ",26,SILVER METALLIC/WASH
PR1226SMWA          ,26GA SILVER METALLIC / WHITEWASH PVDF PROLOK 12                                                     ,26,DARK RED/BONE WHITE 
DC24DBWWA           ,24GA WF DARK BRONZE / WHITEWASH PVDF DURACLAD                                                       ,24,WF DARK BRONZE/WASH 
HF12P22CGBK         ,*PERF* 22GA CHARCOAL GREY / BLACK SMP HF12                                                          ,22,ASHWOOD/WASH        
PR16NR24BKWA        ,*NO RIB* 24GA BLACK / WHITEWASH SMP PROLOK 16                                                       ,24,CAS DARK BRONZE/WASH
HF12R1P24DKPW       ,*1 RIB* *PERF* 24GA DARK BROWN / POLAR WHITE SMP HF12                                               ,24,AUTUMN/WASH         
HF1224LBKWA         ,24GA LOW GLOSS BLACK / WHITEWASH PVDF HF12                                                          ,24,CAS DARK BRONZE/WASH
DC24SWBU            ,24GA SURF WHITE / BURGUNDY SMP DURACLAD                                                             ,24,SURF WHITE/BURGUNDY 
1236R26WADK         ,*REVERSE* 26GA WASH / DARK BROWN SMP WF1236                                                         ,26,DARK BROWN/WASH     
WF636R26PSPT        ,26GA PEBBLESTONE / PACIFIC TURQUOISE SMP WF636R                                                     ,26,                    
CF24GD9             ,"*9"" CUSTOM* 24GA GOLD SMP FLASHING                                                                  ",24,BONE WHITE/WASH     
CF24GD12            ,"*12"" CUSTOM* 24GA GOLD SMP FLASHING                                                                 ",24,BONE WHITE/WASH     
1236R26WADR         ,*REVERSE* 26GA WHITEWASH / DARK RED SMP WF1236                                                      ,26,DARK RED/WASH       
1236R24PWDK         ,*REVERSE* 24GA POLAR WHITE / DARK BROWN SMP WF1236                                                  ,24,DARK BROWN/POLAR WHI
HF12R1P24SGWA       ,*1 RIB* *PERF* 24GA STONE GREY / WHITEWASH SMP HF12                                                 ,24,BRIARWOOD TAN/DARK G
1236R24WAMG         ,*REVERSE* 24GA WHITEWASH / MELCHERS GREEN SMP WF1236                                                ,24,MELCHERS GREEN/WASH 
SC24TCWA20          ,"24GA TERRA COTTA / WHITEWASH PVDF 20.25"" SLIT COIL                                                  ",24,TERRA COTTA/WASH    
COIL26BRWA9         ,"26GA BRITE RED / WHITEWASH SMP 9"" x 50' COIL                                                        ",26,BRITE RED/WASH      
CF29BU12            ,"*12"" CUSTOM* 29GA BURGUNDY SMP FLASHING                                                             ",29,COLORED             
CF26WIDR12          ,"*12"" CUSTOM* 26GA WICKER / DARK RED SMP FLASHING                                                    ",26,WICKER/DARK RED     
SC24MISTN20         ,"24GA MIST GREEN / TAN SMP 20.25"" SLIT COIL                                                          ",24,MIST GREEN/TAN      
MC22LBKWA48S        ,"22GA LOW GLOSS BLACK / WASH PVDF 48"" GR33 MASTER COIL *S/O                                          ",22,LOW GLOSS BLACK/WASH
CF26BW48            ,"*48"" CUSTOM* 26GA BONE WHITE SMP FLASHING                                                           ",26,BLACK COFFEE/POLAR  
SC24FROWA16         ,"24GA FRONTIER / WHITEWASH PVDF 16"" SLIT COIL                                                        ",24,FRONTIER/WASH       
HF12R1P24LU         ,*1 RIB* *PERF* 24GA GALVALUME HF12                                                                  ,24,BARNBOARD/BARNBOARD 
HF12R1P22LU         ,*1 RIB* *PERF* 22GA GALVALUME HF12                                                                  ,22,BARNBOARD/BARNBOARD 
HF12P22PWDK         ,*PERF* 22GA POLAR WHITE / DARK BROWN SMP HF12                                                       ,22,DARK BRONZE/CHARCOAL
1236R24MISTN        ,*REVERSE* 24GA MIST GREEN / TAN SMP WF1236                                                          ,24,PARCHMENT/WASH      
FLAT24SADWA48120    ,"24GA SADDLE / WHITEWASH PVDF 48"" x 120"" FLAT                                                        ",24,SADDLE/WASH         
HF12R224SADWA       ,*2 RIB* 24GA SADDLE / WHITEWASH PVDF HF12                                                           ,24,                    
HF12W22BKCG         ,22GA BLACK / CHARCOAL GREY SMP HF12 WAVE                                                            ,22,BARNBOARD/WASH      
HF12W26BKWA         ,26GA BLACK / WHITEWASH SMP HF12 WAVE                                                                ,26,BLACK/WASH          
DC24DRWA            ,24GA DARK RED / WHITEWASH SMP DURACLAD                                                              ,24,DARK RED/WASH       
CF26SM36            ,"*36"" CUSTOM* 26GA SILVER METALLIC PVDF FLASHING                                                     ",26,DARK RED/BONE WHITE 
WF63624REWA         ,24GA REGAL BLUE / WHITEWASH PVDF WF636                                                              ,24,HERON BLUE/WHITE WHI
1236R24SWBU         ,*REVERSE* 24GA SURF WHITE / BURGUNDY SMP WF1236                                                     ,24,SURF WHITE/BURGUNDY 
MESA29TNWA          ,29GA TAN / WHITEWASH SMP MESA                                                                       ,29,TAN/WASH            
1236R24WASG         ,*REVERSE* 24GA WHITEWASH / STONE GREY SMP WF1236                                                    ,24,STONE GREY/WASH     
DIA26CWSAGE         ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP DIAMOND                                                       ,26,SAGE GREEN/CAMBRIDGE
1236R24WAWC         ,*REVERSE* 24GA WHITEWASH / WEATHERED COPPER PVDF WF1236                                             ,24,WTHRD COPPER/WASH   
123624WCWA          ,24GA WEATHERED COPPER / WASH PVDF WF1236                                                            ,24,WEATHERED COPPER/WAS
HF1224IOWA          ,24GA INT ORANGE / WHITEWASH SMP HF12                                                                ,24,INTERNATIONAL ORANGE
CF26WZ48            ,"*48"" CUSTOM* 26GA WEATHERED ZINC PVDF FLASHING                                                      ",26,DEEP WATER/CASHMERE 
CF24PM9             ,"*9"" CUSTOM* 24GA PARCHMENT PVDF FLASHING                                                            ",24,COLORED             
FLAT26CBPW36120     ,"26GA COFFEE BROWN / POLAR WHITE SMP 36"" x 120"" FLAT                                                 ",26,COFFEE BROWN/POLAR W
CF24LB18            ,"*18"" CUSTOM* 24GA LABRADOR BLUE SMP FLASHING                                                        ",24,COLORED             
MCP24CG48S          ,"*PERF* 24GA CHARCOAL GREY / WASH SMP 48"" MASTER COIL                                                ",24,CHARCOAL GREY/WASH  
CF24SH12            ,"*12"" CUSTOM* 24GA SAPPHIRE BLUE SMP FLASHING                                                        ",24,SAPPHIRE BLUE       
DC24DBCWA           ,24GA CAS DARK BRONZE / WHITEWASH PVDF DURACLAD                                                      ,24,CAS DARK BRONZE/WASH
COR24ESPWA          ,24GA ESPRESSO / WHITEWASH PVDF CORRUGATED                                                           ,24,COLORED             
123624GDCW          ,24GA GOLD / CAMBRIDGE WHITE SMP WF1236                                                              ,24,GOLD/CAMBRIDGE WHITE
MESA26BCWA          ,26GA BLACK COFFEE / WASH SMP MESA                                                                   ,26,BLACK COFFEE/WASH   
MC24BABA48S         ,"24GA BARN BOARD / BARN BOARD PVDF PRINTECH 48"" GR33 MASTER COIL                                     ",24,BARNBOARD/BARNBOARD 
WF636R22RGCW        ,22GA REGENT GREY / CAMBRIDGE WHITE SMP WF636R                                                       ,22,BRIARWOOD TAN/WASH  
CF26TQ36            ,"*36"" CUSTOM* 26GA TURQUOISE SMP FLASHING                                                            ",26,CAMBRIDGE WHITE/REG 
CF24IOWA15          ,"*15"" CUSTOM* 24GA INT'L ORANGE / WASH SMP FLASHING                                                  ",24,INT'L ORANGE/WASH   
CF24IOWA12          ,"*12"" CUSTOM* 24GA INT'L ORANGE / WASH SMP FLASHING                                                  ",24,INT'L ORANGE/WASH   
CF24IOWA9           ,"*9"" CUSTOM* 24GA INT'L ORANGE / WASH SMP FLASHING                                                   ",24,INT'L ORANGE/WASH   
DIA24RRWA           ,24GA RETRO RED / WHITEWASH PVDF DIAMOND                                                             ,24,RETRO RED/WASH      
PR1626FGAL          ,26GA FOREST GREEN (MED GREEN) / ANTIQUE LINEN SMP PROLOK 16                                         ,26,FOREST GREEN        
DIA24HBWA           ,24GA HERON BLUE / WHITEWASH SMP DIAMOND                                                             ,24,HERON BLUE/WASH     
CF26WIDR9           ,"*9"" CUSTOM* 26GA WICKER / DARK RED SMP FLASHING                                                     ",26,WICKER/DARK RED     
MC22WCWA48S         ,"22GA WEATHERED COPPER / WASH PVDF 48"" GR33 MASTER COIL *S/O                                         ",22,WTHRD COPPER/WASH   
SC22WCWA16          ,"22GA WEATHERED COPPER / WHITEWASH PVDF 16"" SLIT COIL                                                ",22,WTHRD COPPER/WASH   
CF24RRWA6           ,"*6"" CUSTOM* 24GA RETRO RED / WHITEWASH PVDF FLASHING                                                ",24,RETRO RED/WASH      
WF63624IOWA         ,24GA INT ORANGE / WHITEWASH SMP WF636                                                               ,24,INTERNATIONAL ORANGE
MESA26TNWA          ,26GA TAN / WHITEWASH SMP MESA                                                                       ,26,TAN/WASH            
CF24RW9             ,"*9"" CUSTOM* 24GA REGAL WHITE PVDF FLASHING                                                          ",24,                    
CF24RRWA9           ,"*9"" CUSTOM* 24GA RETRO RED / WHITEWASH PVDF FLASHING                                                ",24,RETRO RED/WASH      
CF24RW12            ,"*12"" CUSTOM* 24GA REGAL WHITE PVDF FLASHING                                                         ",24,                    
CF24RRWA12          ,"*12"" CUSTOM* 24GA RETRO RED / WHITEWASH PVDF FLASHING                                               ",24,RETRO RED/WASH      
COIL26BSWA9         ,"26GA BUCKSKIN / WHITEWASH SMP 9"" x 50' COIL                                                         ",26,BUCKSKIN/WASH       
CF22PW6             ,"*6"" CUSTOM* 22GA POLAR WHITE SMP FLASHING                                                           ",22,CAS DARK BRONZE/WASH
CF22MB6             ,"*6"" CUSTOM* 22GA METRO BROWN SMP FLASHING                                                           ",22,CAS DARK BRONZE/WASH
FLAT24GDCW48120     ,"24GA GOLD / CAMBRIDGE WHITE SMP 48"" x 120"" FLAT                                                     ",24,GOLD/CAMBRIDGE WHITE
HF12P22GA           ,*PERF* 22GA GALVANIZED HF12                                                                         ,22,BARNBOARD/WASH      
CF26FG36            ,"*36"" CUSTOM* 26GA FOREST GREEN (MED GREEN) SMP FLASHING                                             ",26,COLORED             
123624IOWA          ,24GA INT'L ORANGE / WASH SMP WF1236                                                                 ,24,INT'L ORANGE/WASH   
WF636R24RBBW        ,24GA ROYAL BLUE / BONE WHITE SMP WF636R                                                             ,24,BUCKSKIN/WASH       
MESA29SHWA          ,29GA SAPPHIRE BLUE / WHITEWASH SMP MESA                                                             ,29,SAPPHIRE BLUE/WASH  
CLFL26IOWA36        ,"*CUSTOM LENGTH* 26GA INT'L ORANGE / WHITEWASH SMP 36"" FLAT                                          ",26,INT'L ORANGE/WASH   
CLFL24IOWA48        ,"*CUSTOM LENGTH* 24GA INT'L ORANGE / WHITEWASH SMP 48"" FLAT                                          ",24,INT'L ORANGE/WASH   
WF63624WAIO         ,24GA WHITEWASH / INT ORANGE SMP WF636                                                               ,24,INTERNATIONAL ORANGE
1236R26WAMB         ,*REVERSE* 26GA WHITEWASH / METRO BROWN SMP WF1236                                                   ,26,METRO BROWN/WASH    
AC24TNWA            ,24GA TAN / WHITEWASH SMP ALLCLAD                                                                    ,24,TAN/WASH            
WS226WZWA           ,26GA WEATHERED ZINC / WHITEWASH PVDF WS2                                                            ,26,WTHRD ZINC/WASH     
MESA29RBWA          ,29GA ROYAL BLUE / WHITEWASH SMP MESA                                                                ,29,ROYAL BLUE/WASH     
WF63622TRWW         ,22GA TILE RED / WHITE WHITE SMP WF636                                                               ,22,BRIARWOOD TAN/STONE 
CF24WH36            ,"*36"" CUSTOM* 24GA BRITE WHITE SMP FLASHING                                                          ",24,CLAY/WASH           
CF24OZG36           ,"*36"" CUSTOM* 24GA OLD ZINC GREY PVDF FLASHING                                                       ",24,IRON ORE/REGENT GREY
DC24HBWA            ,24GA HERON BLUE / WHITEWASH SMP DURACLAD                                                            ,24,HERON BLUE/WASH     
SC24IOWA16          ,"24GA INT'L ORANGE / WHITEWASH SMP 16"" SLIT COIL                                                     ",24,INT'L ORANGE/WASH   
PR1224IOWA          ,24GA INT ORANGE / WHITEWASH SMP PROLOK 12                                                           ,24,INTERNATIONAL ORANGE
1236R26WABC         ,*REVERSE* 26GA WHITEWASH / BLACK COFFEE SMP WF1236                                                  ,26,BLACK COFFEE/WASH   
CF22HB12            ,"*12"" CUSTOM* 22GA HERON BLUE SMP FLASHING                                                           ",22,HEMLOCK GREEN/WASH  
FLAT26IRONSW48120   ,"26GA IRON ORE / SURF WHITE SMP 48"" x 120"" FLAT                                                      ",26,IRON ORE/SURF WHITE 
CLFL24GDCW48        ,"*CUSTOM LENGTH* 24GA GOLD / CAMBRIDGE WHITE SMP 48"" FLAT                                            ",24,GOLD/CAMBRIDGE WHITE
MESA29DBCG          ,29GA WF DARK BRONZE / CHARCOAL GREY SMP MESA                                                        ,29,WF DARK BRONZE/CHARC
MC29BUWA36S         ,"29GA BURGUNDY / WASH SMP 36"" GR33 MASTER COIL                                                       ",29,BURGUNDY/WASH       
MC29BUWA41E         ,"29GA BURGUNDY / WASH SMP 41"" GR80 MASTER COIL                                                       ",29,BURGUNDY/WASH       
SC22WS16            ," 22GA WEATHERING STEEL 16"" SLIT COIL                                                                ",22,WEATHERING STEEL    
HF1222WS            ,22GA WEATHERING STEEL HF12                                                                          ,22,COLORED             
COIL24BKWA12        ,"24GA BLACK / WHITEWASH SMP 12"" x 50' COIL                                                           ",24,BLACK/WASH          
1236R26LU           ,*REVERSE* 26GA GALVALUME WF1236                                                                     ,26,GALVALUME           
CF24LB12            ,"*12"" CUSTOM* 24GA LABRADOR BLUE SMP FLASHING                                                        ",24,                    
PR1624LBKWA         ,24GA LOW GLOSS BLACK / WHITEWASH PVDF PROLOK 16                                                     ,24,CAS DARK BRONZE/WASH
CF26FG9             ,"*9"" CUSTOM* 26GA FOREST GREEN (MED GREEN) SMP FLASHING                                              ",26,FOREST GREEN        
MESA29DRWA          ,29GA DARK RED / WHITEWASH SMP MESA                                                                  ,29,DARK RED/WASH       
FLAT22ALWW48120     ,"22GA ANTIQUE LINEN / WHITE WHITE SMP 48"" x 120"" FLAT                                                ",22,ANTIQUE LINEN/WHITE 
CF22TR9             ,"*9"" CUSTOM* 22GA TILE RED SMP FLASHING                                                              ",22,BRIARWOOD TAN/STONE 
COIL26RGWA6         ,"26GA REGENT GREY / WHITEWASH SMP 6"" x 50' COIL                                                      ",26,REGENT GREY/WASH    
CF24LB24            ,"*24"" CUSTOM* 24GA LABRADOR BLUE SMP FLASHING                                                        ",24,COLORED             
